,Net_Profit_Margin,ROE,Debt_to_Equity,Current_Ratio
2020-09-30,,,,
2021-09-30,0.2588179335569424,1.5007132667617689,4.563512442542399,1.0745531195957954
2022-09-30,0.2530964070519973,1.9695887275023682,5.961536943479634,0.8793560286267226
2023-09-30,0.2530623426432028,1.5607601454639075,4.673462491552152,0.9880116717592975
2024-09-30,0.23971255769943867,1.6459350307287095,5.408779631255487,0.8673125765340832
