,Net_Profit_Margin,ROE,Debt_to_Equity,Current_Ratio
2021-12-31,0.2651511303022606,0.28204747173175904,1.4589384380530375,1.3483173395834254
2022-12-31,0.22429053631703963,0.233594604447685,1.4396906411124422,0.9908963836421634
2023-12-31,0.41279254101151963,0.511137930031698,1.4363567627301015,1.1558489261483946
2024-12-31,0.1583634500850024,0.19675479087984332,1.5192894111064486,1.1107291190556627
